Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
2,1666779128071,26/10/2022 10:12:08,1666779128466,1,26/10/2022 11:12:08,99963,4,task-mqly,,24820633,5d9d08a84a8b5e0016c5ff3d,7329436,,complete,,6359074080cb985184644de2,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2878.800000190735,,,,,0,1,0,,,,,,form
3,1666779128154,26/10/2022 10:12:08,1666779128469,1,26/10/2022 11:12:08,99963,4,task-mqly,,24820633,5d9d08a84a8b5e0016c5ff3d,7329436,,complete,,6359074080cb985184644de2,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2908,,,,,0,1,0,,,,,,
1,1666779135387,26/10/2022 10:12:15,1666779135186,1,26/10/2022 11:12:15,99963,4,task-mqly,,24820641,6128ac21a266b9cf5decd445,7329438,,complete,,635907ea2711fb53c94d00ad,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x569,rdk-vanilla,consent-form-data,2,Team RDK,,rdk-vanilla,,consented,,,,,,,rdk-vanilla,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779136581,26/10/2022 10:12:16,1666779136521,1,26/10/2022 11:12:16,99963,4,task-mqly,,24820641,6128ac21a266b9cf5decd445,7329438,,complete,,635907ea2711fb53c94d00ad,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x569,rdk-vanilla,consent-form-data,2,Team RDK,,rdk-vanilla,,consented,,,,,,,rdk-vanilla,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1308.5,,,,,0,1,0,,,,,,form
3,1666779136667,26/10/2022 10:12:16,1666779136524,1,26/10/2022 11:12:16,99963,4,task-mqly,,24820641,6128ac21a266b9cf5decd445,7329438,,complete,,635907ea2711fb53c94d00ad,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x569,rdk-vanilla,consent-form-data,2,Team RDK,,rdk-vanilla,,consented,,,,,,,rdk-vanilla,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,1338,,,,,0,1,0,,,,,,
1,1666779152904,26/10/2022 10:12:32,1666779153001,1,26/10/2022 11:12:33,99963,4,task-mqly,,24820649,5efcba6a37fb0b097039fe69,7329442,,complete,,635908011e9fd45b0ab925d8,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1920x1080,1920x937,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779154943,26/10/2022 10:12:34,1666779155091,1,26/10/2022 11:12:35,99963,4,task-mqly,,24820649,5efcba6a37fb0b097039fe69,7329442,,complete,,635908011e9fd45b0ab925d8,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1920x1080,1920x937,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2061.7000000029802,,,,,0,1,0,,,,,,form
3,1666779155014,26/10/2022 10:12:35,1666779155094,1,26/10/2022 11:12:35,99963,4,task-mqly,,24820649,5efcba6a37fb0b097039fe69,7329442,,complete,,635908011e9fd45b0ab925d8,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1920x1080,1920x937,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2093,,,,,0,1,0,,,,,,
1,1666779188247,26/10/2022 10:13:08,1666779187983,1,26/10/2022 11:13:07,99963,4,task-mqly,,24820664,5e808eb795fdc17626bcc164,7329448,,complete,,63590826cbfd293d578f9e53,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779190550,26/10/2022 10:13:10,1666779190490,1,26/10/2022 11:13:10,99963,4,task-mqly,,24820664,5e808eb795fdc17626bcc164,7329448,,complete,,63590826cbfd293d578f9e53,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2488.400000002235,,,,,0,1,0,,,,,,form
3,1666779190618,26/10/2022 10:13:10,1666779190493,1,26/10/2022 11:13:10,99963,4,task-mqly,,24820664,5e808eb795fdc17626bcc164,7329448,,complete,,63590826cbfd293d578f9e53,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2510,,,,,0,1,0,,,,,,
1,1666779199026,26/10/2022 10:13:19,1666779198412,1,26/10/2022 11:13:18,99963,4,task-mqly,,24820669,5fa951617709a108aeddcd53,7329447,,complete,,63590819a1bce7eb83bc7d05,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x880,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779210685,26/10/2022 10:13:30,1666779210110,1,26/10/2022 11:13:30,99963,4,task-mqly,,24820669,5fa951617709a108aeddcd53,7329447,,complete,,63590819a1bce7eb83bc7d05,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x880,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,11658.299999952316,,,,,0,1,0,,,,,,form
3,1666779210754,26/10/2022 10:13:30,1666779210113,1,26/10/2022 11:13:30,99963,4,task-mqly,,24820669,5fa951617709a108aeddcd53,7329447,,complete,,63590819a1bce7eb83bc7d05,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x880,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,11701,,,,,0,1,0,,,,,,
1,1666779212547,26/10/2022 10:13:32,1666779212432,1,26/10/2022 11:13:32,99963,4,task-mqly,,24820678,6013f9ca0be39330c9080304,7329450,,complete,,6359083071cbf971da0d0a5c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1324x751,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779215112,26/10/2022 10:13:35,1666779215065,1,26/10/2022 11:13:35,99963,4,task-mqly,,24820678,6013f9ca0be39330c9080304,7329450,,complete,,6359083071cbf971da0d0a5c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1324x751,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2598.7000000178814,,,,,0,1,0,,,,,,form
3,1666779215159,26/10/2022 10:13:35,1666779215067,1,26/10/2022 11:13:35,99963,4,task-mqly,,24820678,6013f9ca0be39330c9080304,7329450,,complete,,6359083071cbf971da0d0a5c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1324x751,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,2635,,,,,0,1,0,,,,,,
1,1666779225944,26/10/2022 10:13:45,1666779234898,1,26/10/2022 11:13:54,99963,4,task-mqly,,24820688,614a229ddd6b58b4ec11dc73,7329440,,complete,,635907f2c9908eb18f43b197,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x633,str-finalfeed,consent-form-data,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,str-finalfeed,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779231048,26/10/2022 10:13:51,1666779240064,1,26/10/2022 11:14:00,99963,4,task-mqly,,24820688,614a229ddd6b58b4ec11dc73,7329440,,complete,,635907f2c9908eb18f43b197,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x633,str-finalfeed,consent-form-data,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,str-finalfeed,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5116.600000023842,,,,,0,1,0,,,,,,form
3,1666779231160,26/10/2022 10:13:51,1666779240067,1,26/10/2022 11:14:00,99963,4,task-mqly,,24820688,614a229ddd6b58b4ec11dc73,7329440,,complete,,635907f2c9908eb18f43b197,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x633,str-finalfeed,consent-form-data,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,str-finalfeed,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,5169,,,,,0,1,0,,,,,,
1,1666779228554,26/10/2022 10:13:48,1666779228345,1,26/10/2022 11:13:48,99963,4,task-mqly,,24820690,5a9dac22f053610001721635,7329455,,complete,,6359083812c62201882ba07d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1680x1050,1680x914,str-vanilla,consent-form-data,2,Team Stroop,stroop-vanilla,,,consented,str-vanilla,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779237956,26/10/2022 10:13:57,1666779237670,1,26/10/2022 11:13:57,99963,4,task-mqly,,24820690,5a9dac22f053610001721635,7329455,,complete,,6359083812c62201882ba07d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1680x1050,1680x914,str-vanilla,consent-form-data,2,Team Stroop,stroop-vanilla,,,consented,str-vanilla,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,9303.20000000298,,,,,0,1,0,,,,,,form
3,1666779238107,26/10/2022 10:13:58,1666779237672,1,26/10/2022 11:13:57,99963,4,task-mqly,,24820690,5a9dac22f053610001721635,7329455,,complete,,6359083812c62201882ba07d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1680x1050,1680x914,str-vanilla,consent-form-data,2,Team Stroop,stroop-vanilla,,,consented,str-vanilla,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,9327,,,,,0,1,0,,,,,,
1,1666779230748,26/10/2022 10:13:50,1666779230626,1,26/10/2022 11:13:50,99963,4,task-mqly,,24820692,5c604f4e632a9c0001292cc5,7329449,,complete,,6359082392429bc896fa2379,computer,Desktop or Laptop,Mac OS 10.13.6,Opera 91.0.4516.77,1920x1080,1367x731,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779248221,26/10/2022 10:14:08,1666779248106,1,26/10/2022 11:14:08,99963,4,task-mqly,,24820692,5c604f4e632a9c0001292cc5,7329449,,complete,,6359082392429bc896fa2379,computer,Desktop or Laptop,Mac OS 10.13.6,Opera 91.0.4516.77,1920x1080,1367x731,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,17429.400000000373,,,,,0,1,0,,,,,,form
3,1666779248354,26/10/2022 10:14:08,1666779248110,1,26/10/2022 11:14:08,99963,4,task-mqly,,24820692,5c604f4e632a9c0001292cc5,7329449,,complete,,6359082392429bc896fa2379,computer,Desktop or Laptop,Mac OS 10.13.6,Opera 91.0.4516.77,1920x1080,1367x731,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,17483,,,,,0,1,0,,,,,,
1,1666779234296,26/10/2022 10:13:54,1666779234156,1,26/10/2022 11:13:54,99963,4,task-mqly,,24820695,5f1ffcf7eed8dd01d7ac91e4,7329462,,complete,,6359085767bd64b0bc1bfb8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1358x751,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779236594,26/10/2022 10:13:56,1666779236483,1,26/10/2022 11:13:56,99963,4,task-mqly,,24820695,5f1ffcf7eed8dd01d7ac91e4,7329462,,complete,,6359085767bd64b0bc1bfb8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1358x751,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2307,,,,,0,1,0,,,,,,form
3,1666779236727,26/10/2022 10:13:56,1666779236486,1,26/10/2022 11:13:56,99963,4,task-mqly,,24820695,5f1ffcf7eed8dd01d7ac91e4,7329462,,complete,,6359085767bd64b0bc1bfb8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1358x751,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2330,,,,,0,1,0,,,,,,
1,1666779239188,26/10/2022 10:13:59,1666779238391,1,26/10/2022 11:13:58,99963,4,task-mqly,,24820699,54847094fdf99b0379939c8e,7329461,,complete,,63590806558e59b557b925df,computer,Desktop or Laptop,Chromium OS 15054.114.0,Chrome 106.0.0.0,1366x768,1366x665,str-progress,consent-form-data,2,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779244783,26/10/2022 10:14:04,1666779244025,1,26/10/2022 11:14:04,99963,4,task-mqly,,24820699,54847094fdf99b0379939c8e,7329461,,complete,,63590806558e59b557b925df,computer,Desktop or Laptop,Chromium OS 15054.114.0,Chrome 106.0.0.0,1366x768,1366x665,str-progress,consent-form-data,2,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5540.099999999977,,,,,0,1,0,,,,,,form
3,1666779244878,26/10/2022 10:14:04,1666779244035,1,26/10/2022 11:14:04,99963,4,task-mqly,,24820699,54847094fdf99b0379939c8e,7329461,,complete,,63590806558e59b557b925df,computer,Desktop or Laptop,Chromium OS 15054.114.0,Chrome 106.0.0.0,1366x768,1366x665,str-progress,consent-form-data,2,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,5644,,,,,0,1,0,,,,,,
1,1666779252557,26/10/2022 10:14:12,1666779252482,1,26/10/2022 11:14:12,99963,4,task-mqly,,24820709,5fd8d15717934d09e3385daa,7329452,,complete,,63590835ea6d9d40d794f17e,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1280x720,1280x609,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779254258,26/10/2022 10:14:14,1666779254216,1,26/10/2022 11:14:14,99963,4,task-mqly,,24820709,5fd8d15717934d09e3385daa,7329452,,complete,,63590835ea6d9d40d794f17e,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1280x720,1280x609,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1701.2000000029802,,,,,0,1,0,,,,,,form
3,1666779254339,26/10/2022 10:14:14,1666779254219,1,26/10/2022 11:14:14,99963,4,task-mqly,,24820709,5fd8d15717934d09e3385daa,7329452,,complete,,63590835ea6d9d40d794f17e,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1280x720,1280x609,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,1737,,,,,0,1,0,,,,,,
1,1666779259096,26/10/2022 10:14:19,1666779258758,1,26/10/2022 11:14:18,99963,4,task-mqly,,24820712,55b899c5fdf99b7323bc60e0,7329465,,complete,,635908612d4f8371184628c4,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1280x720,1280x601,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779269957,26/10/2022 10:14:29,1666779269648,1,26/10/2022 11:14:29,99963,4,task-mqly,,24820712,55b899c5fdf99b7323bc60e0,7329465,,complete,,635908612d4f8371184628c4,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1280x720,1280x601,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,10837.299999952316,,,,,0,1,0,,,,,,form
3,1666779270037,26/10/2022 10:14:30,1666779269651,1,26/10/2022 11:14:29,99963,4,task-mqly,,24820712,55b899c5fdf99b7323bc60e0,7329465,,complete,,635908612d4f8371184628c4,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1280x720,1280x601,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,10894,,,,,0,1,0,,,,,,
1,1666779259136,26/10/2022 10:14:19,1666779259062,1,26/10/2022 11:14:19,99963,4,task-mqly,,24820714,5ee11021ccca624c3a3e3e32,7329459,,complete,,6359084eda358b092af5adab,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 106.0.0.0,1440x900,1306x751,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779279448,26/10/2022 10:14:39,1666779279412,1,26/10/2022 11:14:39,99963,4,task-mqly,,24820714,5ee11021ccca624c3a3e3e32,7329459,,complete,,6359084eda358b092af5adab,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 106.0.0.0,1440x900,1306x751,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,20310.800000000745,,,,,0,1,0,,,,,,form
3,1666779279508,26/10/2022 10:14:39,1666779279415,1,26/10/2022 11:14:39,99963,4,task-mqly,,24820714,5ee11021ccca624c3a3e3e32,7329459,,complete,,6359084eda358b092af5adab,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 106.0.0.0,1440x900,1306x751,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,20354,,,,,0,1,0,,,,,,
1,1666779259789,26/10/2022 10:14:19,1666779259701,1,26/10/2022 11:14:19,99963,4,task-mqly,,24820716,600ea800c81ec46718473ac6,7329454,,complete,,63590824fcb775e1cfd8a6b3,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1368x912,1368x801,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779263895,26/10/2022 10:14:23,1666779263835,1,26/10/2022 11:14:23,99963,4,task-mqly,,24820716,600ea800c81ec46718473ac6,7329454,,complete,,63590824fcb775e1cfd8a6b3,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1368x912,1368x801,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,4033.600000023842,,,,,0,1,0,,,,,,form
3,1666779263975,26/10/2022 10:14:23,1666779263844,1,26/10/2022 11:14:23,99963,4,task-mqly,,24820716,600ea800c81ec46718473ac6,7329454,,complete,,63590824fcb775e1cfd8a6b3,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1368x912,1368x801,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,4143,,,,,0,1,0,,,,,,
1,1666779263747,26/10/2022 10:14:23,1666779263651,1,26/10/2022 11:14:23,99963,4,task-mqly,,24820719,63468a7167f59404fadd3bb0,7329464,,complete,,63590861eb4f64791ea1fc35,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1365x658,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779266164,26/10/2022 10:14:26,1666779266111,1,26/10/2022 11:14:26,99963,4,task-mqly,,24820719,63468a7167f59404fadd3bb0,7329464,,complete,,63590861eb4f64791ea1fc35,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1365x658,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2402.800000011921,,,,,0,1,0,,,,,,form
3,1666779266234,26/10/2022 10:14:26,1666779266114,1,26/10/2022 11:14:26,99963,4,task-mqly,,24820719,63468a7167f59404fadd3bb0,7329464,,complete,,63590861eb4f64791ea1fc35,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1365x658,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2464,,,,,0,1,0,,,,,,
1,1666779277009,26/10/2022 10:14:37,1666779276730,1,26/10/2022 11:14:36,99963,4,task-mqly,,24820733,6164256a8457e9ee1af3a65e,7329467,,complete,,63590878ac77d5d81a1bfb7e,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779283249,26/10/2022 10:14:43,1666779283009,1,26/10/2022 11:14:43,99963,4,task-mqly,,24820733,6164256a8457e9ee1af3a65e,7329467,,complete,,63590878ac77d5d81a1bfb7e,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,6243.799999999814,,,,,0,1,0,,,,,,form
3,1666779283323,26/10/2022 10:14:43,1666779283011,1,26/10/2022 11:14:43,99963,4,task-mqly,,24820733,6164256a8457e9ee1af3a65e,7329467,,complete,,63590878ac77d5d81a1bfb7e,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,6281,,,,,0,1,0,,,,,,
1,1666779283096,26/10/2022 10:14:43,1666779279254,1,26/10/2022 11:14:39,99963,4,task-mqly,,24820737,5f035c7ce9d86254e87992e4,7329466,,complete,,635908724bc9a9a35c376050,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1242x568,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
