Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,ShowProgressBar,ShowProgressBar1
204,1670773167439,11/12/2022 15:39:27,1670773170710,0,11/12/2022 15:39:30,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,139,83,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-80-uu.mp4,up,1,
205,1670773168267,11/12/2022 15:39:28,1670773171544,0,11/12/2022 15:39:31,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,145,84,1,trial,responseB,response_keyboard,806.0400000031223,,,right,1,1,0,0,,,,8,9,trials,coherence-20-rr.mp4,right,1,
206,1670773168754,11/12/2022 15:39:28,1670773172027,0,11/12/2022 15:39:32,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,145,84,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-20-rr.mp4,right,1,
207,1670773169362,11/12/2022 15:39:29,1670773172630,0,11/12/2022 15:39:32,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,142,85,1,trial,responseB,response_keyboard,579.6249999984866,,,left,1,1,0,0,,,,8,9,trials,coherence-40-ll.mp4,left,1,
208,1670773169853,11/12/2022 15:39:29,1670773173126,0,11/12/2022 15:39:33,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,142,85,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,8,9,trials,coherence-40-ll.mp4,left,1,
209,1670773170542,11/12/2022 15:39:30,1670773173813,0,11/12/2022 15:39:33,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,134,86,1,trial,responseA,response_keyboard,665.2699999976903,,,down,1,1,0,0,,,,8,9,trials,coherence-40-dd.mp4,down,1,
210,1670773171037,11/12/2022 15:39:31,1670773174310,0,11/12/2022 15:39:34,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,134,86,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-40-dd.mp4,down,1,
211,1670773171673,11/12/2022 15:39:31,1670773174947,0,11/12/2022 15:39:34,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,143,87,1,trial,responseB,response_keyboard,613.7799999996787,,,left,1,1,0,0,,,,8,9,trials,coherence-80-ll.mp4,left,1,
212,1670773172173,11/12/2022 15:39:32,1670773175444,0,11/12/2022 15:39:35,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,143,87,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-80-ll.mp4,left,1,
213,1670773173426,11/12/2022 15:39:33,1670773176689,0,11/12/2022 15:39:36,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,133,88,1,trial,responseA,response_keyboard,1219.8350000035134,,,down,1,1,0,0,,,,8,9,trials,coherence-20-dd.mp4,down,1,
214,1670773173906,11/12/2022 15:39:33,1670773177177,0,11/12/2022 15:39:37,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,133,88,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-20-dd.mp4,down,1,
215,1670773175730,11/12/2022 15:39:35,1670773178996,0,11/12/2022 15:39:38,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,140,89,1,trial,responseA,response_keyboard,1790.8450000031735,,,up,1,0,1,0,,,,8,9,trials,coherence-10-ll.mp4,left,1,
216,1670773176215,11/12/2022 15:39:36,1670773179493,0,11/12/2022 15:39:39,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,140,89,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,8,9,trials,coherence-10-ll.mp4,left,1,
217,1670773176937,11/12/2022 15:39:36,1670773180210,0,11/12/2022 15:39:40,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,146,90,1,trial,responseB,response_keyboard,695.0099999958184,,,right,1,1,0,0,,,,8,9,trials,coherence-40-rr.mp4,right,1,
218,1670773177421,11/12/2022 15:39:37,1670773180695,0,11/12/2022 15:39:40,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,146,90,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-40-rr.mp4,right,1,
219,1670773179265,11/12/2022 15:39:39,1670773182535,0,11/12/2022 15:39:42,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,136,91,1,trial,responseA,response_keyboard,1818.8450000016019,,,up,1,1,0,0,,,,8,9,trials,coherence-10-uu.mp4,up,1,
220,1670773179757,11/12/2022 15:39:39,1670773183027,0,11/12/2022 15:39:43,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,136,91,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,8,9,trials,coherence-10-uu.mp4,up,1,
221,1670773180672,11/12/2022 15:39:40,1670773183946,0,11/12/2022 15:39:43,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,144,92,1,trial,responseB,response_keyboard,898.0050000027404,,,right,1,1,0,0,,,,8,9,trials,coherence-10-rr.mp4,right,1,
222,1670773181175,11/12/2022 15:39:41,1670773184445,0,11/12/2022 15:39:44,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,144,92,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-10-rr.mp4,right,1,
223,1670773182157,11/12/2022 15:39:42,1670773185428,0,11/12/2022 15:39:45,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,138,93,1,trial,responseA,response_keyboard,959.4250000009197,,,up,1,1,0,0,,,,8,9,trials,coherence-40-uu.mp4,up,1,
224,1670773182647,11/12/2022 15:39:42,1670773185912,0,11/12/2022 15:39:45,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,138,93,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,8,9,trials,coherence-40-uu.mp4,up,1,
225,1670773183773,11/12/2022 15:39:43,1670773187025,0,11/12/2022 15:39:47,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,141,94,1,trial,responseB,response_keyboard,1088.354999999865,,,left,1,1,0,0,,,,8,9,trials,coherence-20-ll.mp4,left,1,
226,1670773184244,11/12/2022 15:39:44,1670773187512,0,11/12/2022 15:39:47,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,141,94,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-20-ll.mp4,left,1,
227,1670773185737,11/12/2022 15:39:45,1670773189007,0,11/12/2022 15:39:49,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,132,95,1,trial,responseA,response_keyboard,1474.4549999959418,,,down,1,1,0,0,,,,8,9,trials,coherence-10-dd.mp4,down,1,
228,1670773186227,11/12/2022 15:39:46,1670773189495,0,11/12/2022 15:39:49,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,132,95,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,8,9,trials,coherence-10-dd.mp4,down,1,
229,1670773186959,11/12/2022 15:39:46,1670773190232,0,11/12/2022 15:39:50,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,135,96,1,trial,responseA,response_keyboard,714.0399999989313,,,down,1,1,0,0,,,,8,9,trials,coherence-80-dd.mp4,down,1,
230,1670773187456,11/12/2022 15:39:47,1670773190729,0,11/12/2022 15:39:50,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,135,96,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-80-dd.mp4,down,1,
231,1670773188487,11/12/2022 15:39:48,1670773191757,0,11/12/2022 15:39:51,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,201,97,1,trial,responseA,response_keyboard,1004.4699999998556,,,up,1,1,0,0,,,,12,13,trials,coherence-20-uu.mp4,up,1,
232,1670773188976,11/12/2022 15:39:48,1670773192246,0,11/12/2022 15:39:52,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,201,97,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,12,13,trials,coherence-20-uu.mp4,up,1,
233,1670773189664,11/12/2022 15:39:49,1670773192932,0,11/12/2022 15:39:52,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,206,98,1,trial,responseB,response_keyboard,665.354999997362,,,left,1,1,0,0,,,,12,13,trials,coherence-40-ll.mp4,left,1,
234,1670773190157,11/12/2022 15:39:50,1670773193429,0,11/12/2022 15:39:53,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,206,98,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,12,13,trials,coherence-40-ll.mp4,left,1,
235,1670773190978,11/12/2022 15:39:50,1670773194249,0,11/12/2022 15:39:54,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,199,99,1,trial,responseA,response_keyboard,799.2499999963911,,,down,1,1,0,0,,,,12,13,trials,coherence-80-dd.mp4,down,1,
236,1670773191467,11/12/2022 15:39:51,1670773194746,0,11/12/2022 15:39:54,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,199,99,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,12,13,trials,coherence-80-dd.mp4,down,1,
237,1670773192339,11/12/2022 15:39:52,1670773195607,0,11/12/2022 15:39:55,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,209,100,1,trial,responseB,response_keyboard,839.8200000010547,,,right,1,1,0,0,,,,12,13,trials,coherence-20-rr.mp4,right,1,
238,1670773192825,11/12/2022 15:39:52,1670773196096,0,11/12/2022 15:39:56,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,209,100,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,12,13,trials,coherence-20-rr.mp4,right,1,
239,1670773193485,11/12/2022 15:39:53,1670773196755,0,11/12/2022 15:39:56,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,202,101,1,trial,responseA,response_keyboard,634.7500000047148,,,up,1,1,0,0,,,,12,13,trials,coherence-40-uu.mp4,up,1,
240,1670773193970,11/12/2022 15:39:53,1670773197247,0,11/12/2022 15:39:57,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,202,101,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,12,13,trials,coherence-40-uu.mp4,up,1,
241,1670773194745,11/12/2022 15:39:54,1670773198013,0,11/12/2022 15:39:58,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,203,102,1,trial,responseA,response_keyboard,743.5700000060024,,,up,1,1,0,0,,,,12,13,trials,coherence-80-uu.mp4,up,1,
242,1670773195266,11/12/2022 15:39:55,1670773198496,0,11/12/2022 15:39:58,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,203,102,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,12,13,trials,coherence-80-uu.mp4,up,1,
243,1670773197437,11/12/2022 15:39:57,1670773200707,0,11/12/2022 15:40:00,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,204,103,1,trial,responseA,response_keyboard,2189.585000000079,,,down,1,0,1,0,,,,12,13,trials,coherence-10-ll.mp4,left,1,
244,1670773197928,11/12/2022 15:39:57,1670773201197,0,11/12/2022 15:40:01,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,204,103,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,12,13,trials,coherence-10-ll.mp4,left,1,
245,1670773199751,11/12/2022 15:39:59,1670773203024,0,11/12/2022 15:40:03,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,200,104,1,trial,responseA,response_keyboard,1806.720000000496,,,down,1,0,1,0,,,,12,13,trials,coherence-10-uu.mp4,up,1,
246,1670773200243,11/12/2022 15:40:00,1670773203514,0,11/12/2022 15:40:03,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,200,104,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,12,13,trials,coherence-10-uu.mp4,up,1,
