Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,ShowProgressBar,ShowProgressBar1
188,1670773551757,11/12/2022 15:45:51,1670773551634,0,11/12/2022 15:45:51,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,130,75,1,trial,responseB,response_keyboard,757.6000003814697,,,right,1,1,0,0,,,,7,8,trials,coherence-40-rr.mp4,right,1,
189,1670773552255,11/12/2022 15:45:52,1670773552128,0,11/12/2022 15:45:52,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,130,75,3,fixation,fixation,timelimit_screen,499.60699999998906,,,,,0,1,0,,,1,7,8,trials,coherence-40-rr.mp4,right,1,
190,1670773553473,11/12/2022 15:45:53,1670773553334,0,11/12/2022 15:45:53,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,116,76,1,trial,responseA,response_keyboard,1178.1999998092651,,,up,1,0,1,0,,,,7,8,trials,coherence-10-dd.mp4,down,1,
191,1670773553966,11/12/2022 15:45:53,1670773553824,0,11/12/2022 15:45:53,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,116,76,3,fixation,fixation,timelimit_screen,499.65300000002026,,,,,0,1,0,,,1,7,8,trials,coherence-10-dd.mp4,down,1,
192,1670773554843,11/12/2022 15:45:54,1670773554719,0,11/12/2022 15:45:54,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,123,77,1,trial,responseA,response_keyboard,869.0999999046326,,,up,1,1,0,0,,,,7,8,trials,coherence-80-uu.mp4,up,1,
193,1670773555335,11/12/2022 15:45:55,1670773555206,0,11/12/2022 15:45:55,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,123,77,3,fixation,fixation,timelimit_screen,499.70999999999185,,,,,0,1,0,,,1,7,8,trials,coherence-80-uu.mp4,up,1,
194,1670773556364,11/12/2022 15:45:56,1670773556228,0,11/12/2022 15:45:56,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,118,78,1,trial,responseA,response_keyboard,982.0999999046326,,,down,1,1,0,0,,,,7,8,trials,coherence-40-dd.mp4,down,1,
195,1670773556855,11/12/2022 15:45:56,1670773556719,0,11/12/2022 15:45:56,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,118,78,3,fixation,fixation,timelimit_screen,499.6380000000063,,,,,0,1,0,,,1,7,8,trials,coherence-40-dd.mp4,down,1,
196,1670773557747,11/12/2022 15:45:57,1670773557604,0,11/12/2022 15:45:57,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,126,79,1,trial,responseB,response_keyboard,858.4000000953674,,,left,1,1,0,0,,,,7,8,trials,coherence-40-ll.mp4,left,1,
197,1670773558239,11/12/2022 15:45:58,1670773558099,0,11/12/2022 15:45:58,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,126,79,3,fixation,fixation,timelimit_screen,499.66599999999744,,,,,0,1,0,,,1,7,8,trials,coherence-40-ll.mp4,left,1,
198,1670773559059,11/12/2022 15:45:59,1670773558931,0,11/12/2022 15:45:58,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,127,80,1,trial,responseB,response_keyboard,798.7999997138977,,,left,1,1,0,0,,,,7,8,trials,coherence-80-ll.mp4,left,1,
199,1670773559554,11/12/2022 15:45:59,1670773559412,0,11/12/2022 15:45:59,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,127,80,3,fixation,fixation,timelimit_screen,499.6600000000035,,,,,0,1,0,,,1,7,8,trials,coherence-80-ll.mp4,left,1,
200,1670773560377,11/12/2022 15:46:00,1670773560200,0,11/12/2022 15:46:00,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,192,81,1,trial,responseB,response_keyboard,759.5,,,right,1,1,0,0,,,,11,12,trials,coherence-10-rr.mp4,right,1,
201,1670773560814,11/12/2022 15:46:00,1670773560692,0,11/12/2022 15:46:00,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,192,81,3,fixation,fixation,timelimit_screen,499.64299999998184,,,,,0,1,0,,,1,11,12,trials,coherence-10-rr.mp4,right,1,
202,1670773561857,11/12/2022 15:46:01,1670773561729,0,11/12/2022 15:46:01,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,189,82,1,trial,responseB,response_keyboard,1009.1999998092651,,,left,1,1,0,0,,,,11,12,trials,coherence-20-ll.mp4,left,1,
203,1670773562359,11/12/2022 15:46:02,1670773562223,0,11/12/2022 15:46:02,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,189,82,3,fixation,fixation,timelimit_screen,499.6719999999914,,,,,0,1,0,,,1,11,12,trials,coherence-20-ll.mp4,left,1,
204,1670773563194,11/12/2022 15:46:03,1670773563049,0,11/12/2022 15:46:03,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,187,83,1,trial,responseA,response_keyboard,795.5,,,up,1,1,0,0,,,,11,12,trials,coherence-80-uu.mp4,up,1,
205,1670773563664,11/12/2022 15:46:03,1670773563537,0,11/12/2022 15:46:03,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,187,83,3,fixation,fixation,timelimit_screen,499.67399999999907,,,,,0,1,0,,,1,11,12,trials,coherence-80-uu.mp4,up,1,
206,1670773564454,11/12/2022 15:46:04,1670773564323,0,11/12/2022 15:46:04,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,186,84,1,trial,responseA,response_keyboard,759.8000001907349,,,up,1,1,0,0,,,,11,12,trials,coherence-40-uu.mp4,up,1,
207,1670773564954,11/12/2022 15:46:04,1670773564818,0,11/12/2022 15:46:04,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,186,84,3,fixation,fixation,timelimit_screen,499.61699999999837,,,,,0,1,0,,,1,11,12,trials,coherence-40-uu.mp4,up,1,
208,1670773566335,11/12/2022 15:46:06,1670773566201,0,11/12/2022 15:46:06,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,181,85,1,trial,responseB,response_keyboard,1341.1999998092651,,,right,1,0,1,0,,,,11,12,trials,coherence-20-dd.mp4,down,1,
209,1670773566829,11/12/2022 15:46:06,1670773566696,0,11/12/2022 15:46:06,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,181,85,3,fixation,fixation,timelimit_screen,499.6600000000035,,,,,0,1,0,,,1,11,12,trials,coherence-20-dd.mp4,down,1,
210,1670773567678,11/12/2022 15:46:07,1670773567541,0,11/12/2022 15:46:07,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,191,86,1,trial,responseB,response_keyboard,815.0999999046326,,,left,1,1,0,0,,,,11,12,trials,coherence-80-ll.mp4,left,1,
211,1670773568162,11/12/2022 15:46:08,1670773568026,0,11/12/2022 15:46:08,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,191,86,3,fixation,fixation,timelimit_screen,499.6840000000084,,,,,0,1,0,,,1,11,12,trials,coherence-80-ll.mp4,left,1,
212,1670773569237,11/12/2022 15:46:09,1670773569098,0,11/12/2022 15:46:09,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,180,87,1,trial,responseA,response_keyboard,1045.3000001907349,,,down,1,1,0,0,,,,11,12,trials,coherence-10-dd.mp4,down,1,
213,1670773569723,11/12/2022 15:46:09,1670773569590,0,11/12/2022 15:46:09,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,180,87,3,fixation,fixation,timelimit_screen,499.6719999999914,,,,,0,1,0,,,1,11,12,trials,coherence-10-dd.mp4,down,1,
214,1670773570733,11/12/2022 15:46:10,1670773570578,0,11/12/2022 15:46:10,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,188,88,1,trial,responseB,response_keyboard,961.5,,,left,1,1,0,0,,,,11,12,trials,coherence-10-ll.mp4,left,1,
215,1670773571195,11/12/2022 15:46:11,1670773571069,0,11/12/2022 15:46:11,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,188,88,3,fixation,fixation,timelimit_screen,499.6830000000191,,,,,0,1,0,,,1,11,12,trials,coherence-10-ll.mp4,left,1,
216,1670773571972,11/12/2022 15:46:11,1670773571847,0,11/12/2022 15:46:11,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,194,89,1,trial,responseB,response_keyboard,749.3000001907349,,,right,1,1,0,0,,,,11,12,trials,coherence-40-rr.mp4,right,1,
217,1670773572459,11/12/2022 15:46:12,1670773572333,0,11/12/2022 15:46:12,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,194,89,3,fixation,fixation,timelimit_screen,499.6699999999837,,,,,0,1,0,,,1,11,12,trials,coherence-40-rr.mp4,right,1,
218,1670773573401,11/12/2022 15:46:13,1670773573264,0,11/12/2022 15:46:13,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,184,90,1,trial,responseA,response_keyboard,904.5,,,up,1,1,0,0,,,,11,12,trials,coherence-10-uu.mp4,up,1,
219,1670773573897,11/12/2022 15:46:13,1670773573748,0,11/12/2022 15:46:13,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,184,90,3,fixation,fixation,timelimit_screen,499.61999999999534,,,,,0,1,0,,,1,11,12,trials,coherence-10-uu.mp4,up,1,
220,1670773574721,11/12/2022 15:46:14,1670773574585,0,11/12/2022 15:46:14,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,195,91,1,trial,responseB,response_keyboard,808.0999999046326,,,right,1,1,0,0,,,,11,12,trials,coherence-80-rr.mp4,right,1,
221,1670773575214,11/12/2022 15:46:15,1670773575076,0,11/12/2022 15:46:15,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,195,91,3,fixation,fixation,timelimit_screen,499.6490000000049,,,,,0,1,0,,,1,11,12,trials,coherence-80-rr.mp4,right,1,
222,1670773576110,11/12/2022 15:46:16,1670773575972,0,11/12/2022 15:46:15,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,185,92,1,trial,responseA,response_keyboard,863.2999997138977,,,up,1,1,0,0,,,,11,12,trials,coherence-20-uu.mp4,up,1,
223,1670773576590,11/12/2022 15:46:16,1670773576457,0,11/12/2022 15:46:16,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,185,92,3,fixation,fixation,timelimit_screen,499.65499999999884,,,,,0,1,0,,,1,11,12,trials,coherence-20-uu.mp4,up,1,
224,1670773577705,11/12/2022 15:46:17,1670773577577,0,11/12/2022 15:46:17,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,193,93,1,trial,responseB,response_keyboard,1087.8000001907349,,,right,1,1,0,0,,,,11,12,trials,coherence-20-rr.mp4,right,1,
225,1670773578199,11/12/2022 15:46:18,1670773578071,0,11/12/2022 15:46:18,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,193,93,3,fixation,fixation,timelimit_screen,499.69200000001,,,,,0,1,0,,,1,11,12,trials,coherence-20-rr.mp4,right,1,
226,1670773579157,11/12/2022 15:46:19,1670773579021,0,11/12/2022 15:46:19,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,183,94,1,trial,responseA,response_keyboard,922.3999996185303,,,down,1,1,0,0,,,,11,12,trials,coherence-80-dd.mp4,down,1,
227,1670773579655,11/12/2022 15:46:19,1670773579518,0,11/12/2022 15:46:19,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,183,94,3,fixation,fixation,timelimit_screen,499.6579999999958,,,,,0,1,0,,,1,11,12,trials,coherence-80-dd.mp4,down,1,
228,1670773580543,11/12/2022 15:46:20,1670773580416,0,11/12/2022 15:46:20,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,190,95,1,trial,responseB,response_keyboard,869.5,,,left,1,1,0,0,,,,11,12,trials,coherence-40-ll.mp4,left,1,
229,1670773581025,11/12/2022 15:46:21,1670773580897,0,11/12/2022 15:46:20,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,190,95,3,fixation,fixation,timelimit_screen,499.64200000002165,,,,,0,1,0,,,1,11,12,trials,coherence-40-ll.mp4,left,1,
230,1670773582485,11/12/2022 15:46:22,1670773582340,0,11/12/2022 15:46:22,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,182,96,1,trial,responseB,response_keyboard,1412.7999997138977,,,left,1,0,1,0,,,,11,12,trials,coherence-40-dd.mp4,down,1,
231,1670773582960,11/12/2022 15:46:22,1670773582827,0,11/12/2022 15:46:22,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,182,96,3,fixation,fixation,timelimit_screen,499.679999999993,,,,,0,1,0,,,1,11,12,trials,coherence-40-dd.mp4,down,1,
